,comments,sent,score
0,"Check out the TesFridge - The world’s first portable fride/freezer made for the Model Y sub trunk: <a href=""https://a.co/d/4cPeYrO"">https://a.co/d/4cPeYrO</a>",NEGATIVE,0.9806734323501587
1,We need a sunroof back on the model s and X,NEGATIVE,0.9981505274772644
2,"I still own a 2017 Model X I bought new.  Never been to service center.  Only maintenance have been tires.  I charge at home with solar.  Save $500/month on gas and home electricity.  No more oil filters in landfills every 5000 miles.  No petrochemical odors in cabin.  I recently bought another Tesla, a Model Y.  Transferred FSD from X to Y.  Wow, FSD has really improved.  Definitely a level 3 with minimal intervention needed.  I just moved to a new city.  It’s a game changer navigating in new surroundings",POSITIVE,0.9925904273986816
3,I could be remembering wrong but i think trump said he would end the &quot;mandate&quot; on day one. The EV mandates are not the insensitive from the inflation reduction act. Honestly ending the mandates would kind of do nothing so who cares.,NEGATIVE,0.9670722484588623
4,Video says Trump is saying he&#39;ll remove the tax credits.  That&#39;s incorrect he said the mandate to have all electric cars (no other choices like ICE cars for Americans).  He&#39;s not said he&#39;s removing the current tax credits.,NEGATIVE,0.9969887137413025
5,Did the other guy get fired?,NEGATIVE,0.997357189655304
6,There were reports that Elon said the 4680 team had until the end of the year to work out the problems with production of the 4680 cell. Is that true?,NEGATIVE,0.9990869760513306
7,"But did they finally solve the energy density problem with the 4680 battery? It was supposed to give more range, which it hasn&#39;t",NEGATIVE,0.9986434578895569
8,Does the uk rear wheel drive have the same xtra battery life ?,NEGATIVE,0.9989418387413025
9,Was the 50 percent increase all with the dry process on the cathode?,NEGATIVE,0.9977874755859375
10,I saw the notification about this video and got excited went on their site and there was nothing new. It was the same 299 a month.,NEGATIVE,0.9956003427505493
11,My 2020 Model Y lease return went horribly. I will never lease a car that you can’t buy at lease end.,NEGATIVE,0.9996651411056519
12,The prices you’re using don’t include taxes and fees which bump the Model 3 Perf for example up an extra $200/mo from what the site shows and numbers you used.,NEGATIVE,0.9955112934112549
13,"I have been leasing for the last 10 years and 3 of them have been with Tesla. The thing I like about leasing is a new car every 3 years and don’t have to own something that depreciates in value. The miles thing is the worst part but I always do the 15000 a year and seems to work good for me. As far as buying at the end of the lease you can only do that with the models S &amp; X,. I am on my second model 3 so I will not have the option to buy. When I did my credit app online it was instant approval, didn’t have to wait at all. I did Tesla insurance and it’s pretty cheap. I got the new 2024 model 3 performance and had to put down $6000. The first Tesla was a 2021 model three performance and had to put down $5000. My payment actually went down from last time. It’s was $781 for the 2021 and now it’s $741 for the 2024 a month. I have solar on my roof at home that covers all the electricity charges even charging the car. So in my opinion, for me, leasing is an amazing option.",NEGATIVE,0.6828061938285828
14,All things equal. You are paying the depreciation plus associated admin cost of the vehicle in a lease.,POSITIVE,0.9914975762367249
15,"Another downside for leasing a Telsa is when you return the car, they will charge for a wear and tear fee which is from low $3000 to over $5000 USD, that really keeps me away from leasing one.",NEGATIVE,0.991827130317688
16,We are arriving at a point in time when things may change RAPIDLY in the EV sector. FSD robotaxis may become the better choice over buying a vehicle in the next 5-10 years. EVs might become substantially cheaper in the next 2-5 years. Leasing might be a way to ride the wave until the transportation situation sorts itself out and a new norm emerges.,NEGATIVE,0.9887318015098572
17,The thing about leasing a Model Y is that you’re very likely getting stuck with the LG battery since leases aren’t subject to domestic battery sourcing requirements. Would have been nice if Ryan addressed that.,NEGATIVE,0.9981088638305664
18,I leased one car in my life time  when i turned it in  they made me  pay for new tires. They said the ones on were worn  which i highly disagreed. It felt like i lost my car and got nothing in return. I much prefer buying...,NEGATIVE,0.998467743396759
19,"I bought a used 2022 Model 3 for $18,900 after the Federal Rebate, and I own it outright. The lease for the RWD Model 3 might make the most financial sense if you want to drive a brand-new car, but you are limited to 10,000 miles. So, if you drive a lot, you cannot recoup your investment in gas savings. It would be interesting to see how much the trade-in value is after the lease is completed.  <br><br>I figured that the money I invested to purchase my 2022 Model 3 actually is earning about 8% annually in gas savings. This ROI is guaranteed so long as I don&#39;t have an accident or the car breaks down. Since the Model 3 is perhaps the most reliable EV made, I don&#39;t foresee it breaking down. I also calculated that if I drive the car for approximately 18000 - 20,000 miles, it will have paid for itself in gas savings, using $4.00 per gallon as a metric. This does not include savings on oil changes, brake changes, fluid replacements and other ICE maintenance cost savings. I also own a 4-wheel Drive Toyota. It gets about 15 mpg in the city, so I save a ton of money on gas in comparison.<br><br>If I drive this Model 3 for more than 20,000 miles, it will be paying me to own it as opposed to driving my Tacoma. This is an almost guaranteed financial return of 8%, and that ROI is hard to find right now unless you take significant risks.",NEGATIVE,0.9963231086730957
20,"Tesla spending billions in AI. Others spending billions on advertising.<br>► AG1 <a href=""https://drinkag1.com/SMR"">https://drinkAG1.com/SMR</a> (FREE 1 Yr Supply of Vitamin D + 5 AG1 Travel Packs) <br>► Want More Content? Join Patreon: <a href=""https://www.patreon.com/solvingthemoneyproblem"">https://www.patreon.com/solvingthemoneyproblem</a><br>► Subscribe on X (Twitter): <a href=""https://twitter.com/stevenmarkryan"">https://twitter.com/stevenmarkryan</a> <br>► Oura Ring <a href=""https://ouraring.com/smr"">https://ouraring.com/smr</a> (Track your sleep, readiness &amp; activity) <br>► Browse MERCH: <a href=""https://solving-the-money-problem.creator-spring.com/"">https://solving-the-money-problem.creator-spring.com/</a> <br>► TSLA Fair Value aka “Price Targets” (2024-2033) <a href=""https://www.patreon.com/posts/tesla-stock-fair-96573364"">https://www.patreon.com/posts/tesla-stock-fair-96573364</a> <br>👕 Don’t bet against Elon MERCH <a href=""https://solving-the-money-problem.creator-spring.com/listing/new-don-t-bet-against-elon"">https://solving-the-money-problem.creator-spring.com/listing/new-don-t-bet-against-elon</a> <br>👕 TSLA HODLR MERCH: <a href=""https://solving-the-money-problem.creator-spring.com/listing/new-tsla-hodlr?product=46"">https://solving-the-money-problem.creator-spring.com/listing/new-tsla-hodlr?product=46</a> <br>👕 Traders FOLD. Investor HOLD. Merch: <a href=""https://solving-the-money-problem.creator-spring.com/listing/traders-fold-investors-hold"">https://solving-the-money-problem.creator-spring.com/listing/traders-fold-investors-hold</a><br>👕  420 Funding Secured MERCH: <a href=""https://solving-the-money-problem.creator-spring.com/listing/420-funding-secured-merch"">https://solving-the-money-problem.creator-spring.com/listing/420-funding-secured-merch</a> <br>👕 I’m ALL IN on TSLA MERCH <a href=""https://bit.ly/30nh2S7"">https://bit.ly/30nh2S7</a> <br>👕 Buy $TSLA MERCH <a href=""https://bit.ly/3Gh8wUw"">https://bit.ly/3Gh8wUw</a> <br>👕 TSLA to the mooooooon MERCH <a href=""https://bit.ly/3iagHHZ"">https://bit.ly/3iagHHZ</a> <br>👕 Cybertruck Light Strip MERCH <a href=""https://bit.ly/3FNLq7L"">https://bit.ly/3FNLq7L</a> <br>👕 Mars awaits MERCH <a href=""https://bit.ly/3yUnKdb"">https://bit.ly/3yUnKdb</a> <br>👕 Make Manufacturing Great Again <a href=""https://solving-the-money-problem.creator-spring.com/listing/make-manufacturing-great-again"">https://solving-the-money-problem.creator-spring.com/listing/make-manufacturing-great-again</a> <br>➡ SEND BITCOIN: bc1q386gs0uhzr5l5zatwz5u28t3f729zpsa9p8t0k <br>➡ SEND ETHEREUM: 0xb3F81537394344DF1d21a0e0CB6DFdF7bFBBA0A3 <br>➡ DONATE <a href=""https://paypal.me/stevenmarkryan"">https://paypal.me/stevenmarkryan</a><br>AFFILIATE DISCLOSURE: I earn a commission on every purchase made through my links.",NEGATIVE,0.99853515625
21,Elon finally sounded positive about Dojo - people might be surprised what this means going forward.,POSITIVE,0.9987327456474304
22,"&quot;Autonomous industrial complex&quot;, I love it!<br>🤖🧡",POSITIVE,0.9997566342353821
23,An economy employing a generalised autonomous transport network will likely have an edge over an economy that isn&#39;t. China won&#39;t want to be left behind in that regard.,NEGATIVE,0.5947503447532654
24,"Your videos are always entertaining. 1 point, Apple makes roughly 1/4 of rev from services",POSITIVE,0.9993705153465271
25,"The 2.5 Model will be a game changer in 2025, for short term Automotive sales.   It should drastically increase the TAM for Tesla’s car sales.  And, in the MS model eliminate the negative impact of car sales even if the current economic slowdown continues.",POSITIVE,0.7978249788284302
26,&quot;Highly unlikely that company would be allowed to offer such technology within the PRC.&quot; This will age like a milk.,NEGATIVE,0.9987456798553467
27,I heard that SMR is being considered as a South Park character...seems likely to me.,NEGATIVE,0.9586737155914307
28,China exposure: Tesla 18.2% &amp; falling. VW? 50 Frunkin’ %! and FALLING!,NEGATIVE,0.9913937449455261
29,Crazy. Thanks for pointing it out. Wonder what the breakdown is. Insurance at the top now?,NEGATIVE,0.972791850566864
30,Herbert and Scot auditioning as most humanoid robots.,NEGATIVE,0.7657423615455627
31,"If they sell the bot for $25,000 I&#39;ll buy one",NEGATIVE,0.9959272742271423
32,"I love this part at <a href=""https://www.youtube.com/watch?v=hJbm0shFt2c&amp;t=196"">3:16</a> &quot;...whatever dollar means at that point.  Because when you start having a humanoid bot the economy just changes in such a way that you are not even sure what money means anymore&quot; :-)",NEGATIVE,0.800521969795227
33,Great news!,POSITIVE,0.9998719692230225
34,Tesla bot arm will match what we saw in T2 when the Terminator and John go to Miles house to try and stop the future from happening. The Terminator cuts his skin to show the metal skeleton in the arm. I knew they would need to design it this way. James Cameron is an extremely detailed movie Director.,POSITIVE,0.9915181994438171
35,awesome!  thanks for the coverage! not sure why everyone is saying they can&#39;t hear I&#39;m washing dishes and using one old AirPod and I can hear just fine lol,POSITIVE,0.9979090690612793
36,BUY TESLA STOCK Now,POSITIVE,0.9684889912605286
37,Thanks! GREAT commentary.,POSITIVE,0.9998483657836914
38,Elon also said at the 10/10 event some may not understand what they are seeing until the future when they look back. I think that was an interesting tip on what we might see at the unveiling. Can we get a panel to discuss what Elon’s comment might mean?,POSITIVE,0.9674438834190369
39,The main interview is gone 😢,NEGATIVE,0.9997128844261169
40,"The best solar company in Australia just installed my new solar system. Check them out here: <a href=""https://www.resinc.com.au/electricviking"">https://www.resinc.com.au/electricviking</a>",POSITIVE,0.9629920125007629
41,"I live in Thailand. I have never heard an EV owner, regardless of it being Tesla, BYD, GAC, MG, ChangAn, going back to ICE. Our next car will be EV.",POSITIVE,0.9871204495429993
42,"An idiot online posted that today’s ICE cars burn so clean it negates the benefits of EVs. So I challenged him to the garage test. I told him to run his clean ICE with the door closed. I would do the same in my EV. Well, he died. No, he just ignored me from then on.",NEGATIVE,0.9997709393501282
43,That statistic is meaningless unless you know the proportion of total population traded. If 5% of Tesla owners trade with a dealer and 50% choose ICE then 2.5% of Tesla owners are reverting to ICE. Not that high really? Bear in mind you would not be at a dealership if you were swapping to another Tesla (as most do). My guess is those people had financial difficulties and needed to lower their repayments by swapping to a cheap ICE car. 🤔,NEGATIVE,0.9997209906578064
44,"Everyone is absolutely misunderstanding what Edmunds is saying. Read what they are saying here carefully: <br>&quot;More than half of Teslas traded in at dealerships so far in 2024 were traded in for a gas vehicle.&quot; Note that Tesla doesn&#39;t have dealerships or gas cars to trade. <br><br>So here is what that means. A survey done by Bloomberg in the US recently: &quot;Tesla still maintains an 87% brand retention rate, outperforming two non-electric automakers at 67% with Lexus and 54% at Toyota. 81% of prospective Tesla buyers are new customers switching from competing EV brands compared to 42% of Nissan’s prospective buyers.&quot;<br><br>Not a small detail that people are misunderstanding here. Teslas traded in at legacy dealerships are a small percentage of overall Teslas being traded in. So the 13% of non-loyal Tesla customers traded in at legacy dealerships and are trading in for legacy dealership gas cars with the other half being traded in for legacy dealership EVs. This is a smaller subset of used Teslas being traded in. The other 87% is being traded in for new Teslas. So if Tesla has a 87% loyalty rate for returning customers that means that the other 13% are being traded in at legacy dealerships half of which are traded in for legacy EVs. That means only around 7.5% of used Teslas are traded in for ICEs.  <br><br>So Edmunds needs to correct this and change their headline to: Out of the 13% of Teslas that aren&#39;t traded back into Tesla for a new Tesla, 50% of those are traded in for a gas car. But that wouldn&#39;t create as much hysteria and get as many clicks.",NEGATIVE,0.9990131855010986
45,"Edmund’s data is probably deeply biased. I imagine they’re only looking at dealership data, which would skew the data towards ICE. Legacy makers don’t offer many good EVs, so if a Tesla is being traded at a dealership, it would make sense that it’s traded for something on the lot.",NEGATIVE,0.9994670748710632
46,I could never go back to an ICE car after owning a Model 3 for 6 years.  It would be interesting to know about these folks trading their Tesla for ICE.  Apartment dwellers?  Like cars that go &quot;vroom vroom&quot;?  Married an auto mechanic?  Turned off by Elon&#39;s politics?,NEGATIVE,0.9962249994277954
47,No way would I ever go back to ICE cars ever again,NEGATIVE,0.9921554923057556
48,I am keeping my Tesla Model Y and I live in California. Have solar on the house so charging is very cheap. Love the car.,POSITIVE,0.9947348833084106
49,"I think it&#39;s likely that there is a flaw in the study.  If you were intending to replace your Tesla with an other Tesla, you could sell the old one on the private market or trade in the car with Tesla, which does not have dealerships.  So these cases would not be included in the study.",NEGATIVE,0.9996200799942017
50,Children under 18 should not be allowed to transition.,NEGATIVE,0.9716622233390808
51,He said his son was dead in discussion about dead naming... not that his son was dead to him..,NEGATIVE,0.987181544303894
52,8th grade... when all kids so completely know themselves,POSITIVE,0.8806647062301636
53,Why is a Tech Reporter for CNBC interviewing a CEO&#39;s estranged child?<br>Is CNBC trying to sow more controversy for certain companies when the story has nothing to do with the businesses at stake?,NEGATIVE,0.9991053938865662
54,CNBC is no different than CNN,NEGATIVE,0.9960470795631409
55,This is one of the lowest points in broadcasting history for cnbc. A new low. You have stooped as low as Bloomberg.,NEGATIVE,0.9997511506080627
56,"Quit lying ,  not his daughter.   Born as his son.",NEGATIVE,0.9920810461044312
57,Watched. Don’t care. Don’t hear them talk about other CEOs sons or daughters with issues.,NEGATIVE,0.9975111484527588
58,He did not say that his son was dead to him he said that his child was dead as a son because he decided to be a woman. There&#39;s a big difference there you unbelievable which,POSITIVE,0.6149623394012451
59,Its 21 to buy alcohol<br>but a child can get his pee - pee cut off or she can remove her breasts<br>SMH,NEGATIVE,0.9983249306678772
60,"2 DAYS LEFT!!! Deposit $100 and get 5 FREE STOCKS: <br><a href=""https://j.moomoo.com/00a7YQ"">https://j.moomoo.com/00a7YQ</a>",NEGATIVE,0.9939538836479187
61,I APPRECIATE You bro as a new trader you are accommodating I want to say thank you ..... great work,POSITIVE,0.9998642206192017
62,Thanks!,POSITIVE,0.9998165965080261
63,Can you do CrowdStrike?,NEGATIVE,0.971138596534729
64,Crazy fully manipulative market <br>Democrats : please get lost for ever,NEGATIVE,0.9984776377677917
65,"I think it&#39;s important to stick to stocks that are immune to economic policies. AI stocks that have the potential to power and transform future technologies. It seems AI is the trajectory most companies are taking, including even established FAANG companies. Maybe there are other recommendations?",NEGATIVE,0.98898845911026
66,Most people are taught that &quot;you only need a good job to become rich&quot;. These billionaires are operating on a whole other playbook that many don&#39;t even know exists~,NEGATIVE,0.9893731474876404
67,Musk is villainized now he supports Trump,NEGATIVE,0.9831299185752869
68,"What have these experts done for America, Elon Musk&#39;s companies have made America better in many ways, but what have these experts done for America.",NEGATIVE,0.6650412082672119
69,This is the clearest possible message to anyone who has some extra money to invest.<br>Buy some Tesla.,NEGATIVE,0.9460840225219727
70,Buy when people are fearful,NEGATIVE,0.9542157649993896
71,<b>THIS IS MY TIME TO SHOW THEM WHO I AM. DARK FORCE</b><br><br>This is my time.,POSITIVE,0.99666827917099
72,"I&#39;ll say it again<br>&quot;if i wanted to buy a golf cart, i would buy a golf cart. If you try to force me to buy a golf cart, I&#39;ll punch you in the mouth. It&#39;s my money, and my decision. It&#39;s not yours, and your &#39;feelings&#39; be damned&quot;<br>Why is it so hard for them to just leave us alone?",NEGATIVE,0.9986653327941895
73,Never listen corporate media. Especially for investing advice. 😂,NEGATIVE,0.9248055815696716
74,"As soon as interest rates fall, Tesla&#39;s care sales will grow again.",POSITIVE,0.9959398508071899
